index,wiki_name,wiki_artist,year,sp_id,sp_name,sp_artist,duration,audio_features,flag
1633,"""i love""",tom t. hall,1974,5fTwUw09NNgCIOkEKu3bGB,i love,tom t. hall,126666,"{'danceability': 0.531, 'energy': 0.198, 'key': 4, 'loudness': -17.377, 'mode': 1, 'speechiness': 0.0286, 'acousticness': 0.782, 'instrumentalness': 0.0383, 'liveness': 0.175, 'valence': 0.582, 'tempo': 91.929}",0
1634,"""clap for the wolfman""",the guess who featuring wolfman jack,1974,6YLWRvxvC4VbFTuNRHeaDU,clap for the wolfman - 2003 remastered,the guess who,256173,"{'danceability': 0.462, 'energy': 0.693, 'key': 4, 'loudness': -11.758, 'mode': 1, 'speechiness': 0.0555, 'acousticness': 0.377, 'instrumentalness': 2.98e-06, 'liveness': 0.575, 'valence': 0.851, 'tempo': 180.671}",0
1635,"""ill have to say i love you in a song""",jim croce,1974,4t8tx6o7oM6Ax66ZUU361y,ill have to say i love you in a song,jim croce,154626,"{'danceability': 0.536, 'energy': 0.446, 'key': 9, 'loudness': -14.98, 'mode': 1, 'speechiness': 0.029, 'acousticness': 0.833, 'instrumentalness': 0.0103, 'liveness': 0.106, 'valence': 0.707, 'tempo': 133.785}",0
1636,"""the lords prayer""",sister janet mead,1974,59BFjKWVka67Wee48TmtjA,the lords prayer 1983,sister janet mead,186000,"{'danceability': 0.64, 'energy': 0.395, 'key': 4, 'loudness': -11.628, 'mode': 0, 'speechiness': 0.032, 'acousticness': 0.65, 'instrumentalness': 0.0396, 'liveness': 0.248, 'valence': 0.633, 'tempo': 124.164}",0
1637,"""trying to hold on to my woman""",lamont dozier,1974,1p6fvUjZpBIR0LLYc90ez1,trying to hold on to my woman,lamont dozier,358214,"{'danceability': 0.401, 'energy': 0.532, 'key': 6, 'loudness': -9.082, 'mode': 1, 'speechiness': 0.0345, 'acousticness': 0.436, 'instrumentalness': 0.00105, 'liveness': 0.275, 'valence': 0.487, 'tempo': 125.99}",0
1638,"""dont you worry bout a thing""",stevie wonder,1974,1QvWxgZvTU0w8rlPRE5Zrv,dont you worry bout a thing,stevie wonder,284840,"{'danceability': 0.714, 'energy': 0.726, 'key': 11, 'loudness': -9.218, 'mode': 1, 'speechiness': 0.0408, 'acousticness': 0.0316, 'instrumentalness': 0, 'liveness': 0.066, 'valence': 0.92, 'tempo': 124.71}",0
1639,"""a very special love song""",charlie rich,1974,3EwfpG9f86Z2cHIZ7N99Ii,a very special love song,charlie rich,166173,"{'danceability': 0.39, 'energy': 0.384, 'key': 0, 'loudness': -10.487, 'mode': 1, 'speechiness': 0.027, 'acousticness': 0.921, 'instrumentalness': 0.00303, 'liveness': 0.143, 'valence': 0.333, 'tempo': 76.482}",0
1640,"""my girl bill""",jim stafford,1974,46PZ18T8OG7a5aF2iglPDt,my girl bill,jim stafford,192866,"{'danceability': 0.743, 'energy': 0.34, 'key': 5, 'loudness': -14.004, 'mode': 1, 'speechiness': 0.0373, 'acousticness': 0.615, 'instrumentalness': 0.000126, 'liveness': 0.189, 'valence': 0.519, 'tempo': 121.617}",0
1641,"""helen wheels""",paul mccartney and wings,1974,1hl9popG7MdtHyGUEwcspD,helen wheels,paul mccartney,224840,"{'danceability': 0.401, 'energy': 0.824, 'key': 9, 'loudness': -5.421, 'mode': 1, 'speechiness': 0.0356, 'acousticness': 0.00625, 'instrumentalness': 0.00278, 'liveness': 0.344, 'valence': 0.659, 'tempo': 146.125}",0
1642,"""my mistake (was to love you)""",diana ross & marvin gaye,1974,0Uk4vrQwR4mlEoHBoTp6Q8,my mistake (was to love you),diana ross,180653,"{'danceability': 0.677, 'energy': 0.696, 'key': 8, 'loudness': -9.841, 'mode': 1, 'speechiness': 0.0539, 'acousticness': 0.00912, 'instrumentalness': 4.97e-06, 'liveness': 0.235, 'valence': 0.721, 'tempo': 116.573}",0
1643,"""wildwood weed""",jim stafford,1974,2XqB7lzRMX6EFWY8HD4nZl,wildwood weed,jim stafford,160840,"{'danceability': 0.682, 'energy': 0.425, 'key': 7, 'loudness': -13.178, 'mode': 1, 'speechiness': 0.0366, 'acousticness': 0.732, 'instrumentalness': 2.71e-06, 'liveness': 0.128, 'valence': 0.681, 'tempo': 90.056}",0
1644,"""beach baby""",the first class,1974,4fsw79o9lXmxKAucd56Cbm,beach baby,the first class,314523,"{'danceability': 0.394, 'energy': 0.787, 'key': 7, 'loudness': -10.432, 'mode': 1, 'speechiness': 0.0671, 'acousticness': 0.0339, 'instrumentalness': 0.000179, 'liveness': 0.861, 'valence': 0.431, 'tempo': 135.351}",0
1645,"""me and baby brother""",war,1974,3tWAv5pgHTyBt7t7fBsylj,me and baby brother,war,207333,"{'danceability': 0.783, 'energy': 0.762, 'key': 2, 'loudness': -9.585, 'mode': 1, 'speechiness': 0.0349, 'acousticness': 0.112, 'instrumentalness': 0.000833, 'liveness': 0.102, 'valence': 0.898, 'tempo': 113.856}",0
1646,"""rockin roll baby""",the stylistics,1974,4WScXh1GTrqG6u8TGcRE9G,rockin roll baby,the stylistics,196120,"{'danceability': 0.83, 'energy': 0.687, 'key': 2, 'loudness': -9.173, 'mode': 1, 'speechiness': 0.0333, 'acousticness': 0.405, 'instrumentalness': 0.000111, 'liveness': 0.032, 'valence': 0.964, 'tempo': 123.67}",0
1647,"""i honestly love you""",olivia newton-john,1974,2kCIwSz0JoYQPrT4Ykr1MZ,i honestly love you,olivia newton-john,246146,"{'danceability': 0.637, 'energy': 0.329, 'key': 10, 'loudness': -11.362, 'mode': 1, 'speechiness': 0.0272, 'acousticness': 0.613, 'instrumentalness': 2.36e-06, 'liveness': 0.14, 'valence': 0.152, 'tempo': 112.075}",0
1648,"""call on me""",chicago,1974,5BCPL5mWm6UqI4atl18kVm,call on me - 2002 remaster,chicago,242653,"{'danceability': 0.596, 'energy': 0.796, 'key': 11, 'loudness': -8.339, 'mode': 0, 'speechiness': 0.0644, 'acousticness': 0.156, 'instrumentalness': 0.000542, 'liveness': 0.0881, 'valence': 0.886, 'tempo': 130.316}",0
1649,"""wild thing""",fancy,1974,2xFv9Znfm7KeEQbC8ZBxNI,wild thing,fancy,177440,"{'danceability': 0.779, 'energy': 0.598, 'key': 11, 'loudness': -14.219, 'mode': 0, 'speechiness': 0.174, 'acousticness': 0.112, 'instrumentalness': 0.535, 'liveness': 0.0565, 'valence': 0.311, 'tempo': 104.035}",0
1650,"""mighty love""",the spinners,1974,7DCav3rL0B3A5Lp7CXcatN,mighty love,the spinners,196653,"{'danceability': 0.816, 'energy': 0.631, 'key': 7, 'loudness': -10.746, 'mode': 1, 'speechiness': 0.0541, 'acousticness': 0.585, 'instrumentalness': 0, 'liveness': 0.477, 'valence': 0.718, 'tempo': 110.497}",0
1651,"""love will keep us together""",captain & tennille,1975,4pCNJwixy2ImFncaPY2yE2,love will keep us together,captain & tennille,205493,"{'danceability': 0.621, 'energy': 0.788, 'key': 4, 'loudness': -4.326, 'mode': 1, 'speechiness': 0.0314, 'acousticness': 0.354, 'instrumentalness': 0, 'liveness': 0.305, 'valence': 0.926, 'tempo': 129.62}",0
1652,"""rhinestone cowboy""",glen campbell,1975,0VwTeYNjcl30DyQlt3GPe0,rhinestone cowboy,glen campbell,194453,"{'danceability': 0.644, 'energy': 0.633, 'key': 0, 'loudness': -8.006, 'mode': 1, 'speechiness': 0.0261, 'acousticness': 0.102, 'instrumentalness': 6.82e-05, 'liveness': 0.227, 'valence': 0.647, 'tempo': 115.193}",0
1653,"""philadelphia freedom""",elton john,1975,2hl9ONQ7YGgZGYx0OSHvIq,philadelphia freedom,elton john,324573,"{'danceability': 0.712, 'energy': 0.681, 'key': 0, 'loudness': -6.351, 'mode': 0, 'speechiness': 0.0294, 'acousticness': 0.0444, 'instrumentalness': 0.000235, 'liveness': 0.0592, 'valence': 0.809, 'tempo': 125.497}",0
1654,"""before the next teardrop falls""",freddy fender,1975,3awuorsQsio2PUOvzq3hpd,before the next teardrop falls,freddy fender,158306,"{'danceability': 0.799, 'energy': 0.345, 'key': 10, 'loudness': -11.52, 'mode': 1, 'speechiness': 0.0276, 'acousticness': 0.748, 'instrumentalness': 2.39e-05, 'liveness': 0.169, 'valence': 0.776, 'tempo': 90.417}",0
1655,"""my eyes adored you""",frankie valli,1975,2yDQVcj26tpi9IUJhw9xDs,my eyes adored you,frankie valli,212013,"{'danceability': 0.461, 'energy': 0.499, 'key': 11, 'loudness': -10.443, 'mode': 0, 'speechiness': 0.0316, 'acousticness': 0.238, 'instrumentalness': 0, 'liveness': 0.135, 'valence': 0.387, 'tempo': 137.687}",0
1656,"""some kind of wonderful""",grand funk,1975,1cU34sZG9kF4FYHCoAD0Ib,some kind of wonderful - remastered 1999,grand funk railroad,202733,"{'danceability': 0.855, 'energy': 0.691, 'key': 2, 'loudness': -6.51, 'mode': 1, 'speechiness': 0.0514, 'acousticness': 0.144, 'instrumentalness': 0, 'liveness': 0.36, 'valence': 0.647, 'tempo': 121.472}",0
1657,"""shining star""","earth, wind & fire",1975,0RgcOUQg4qYAEt9RIdf3oB,shining star,"earth, wind & fire",170160,"{'danceability': 0.676, 'energy': 0.692, 'key': 9, 'loudness': -13.093, 'mode': 1, 'speechiness': 0.052, 'acousticness': 0.668, 'instrumentalness': 0.00915, 'liveness': 0.13, 'valence': 0.799, 'tempo': 102.516}",0
1658,"""fame""",david bowie,1975,1PehfITh0TTRx3LkDdV4h3,fame - 2016 remaster,david bowie,261373,"{'danceability': 0.786, 'energy': 0.555, 'key': 10, 'loudness': -10.276, 'mode': 1, 'speechiness': 0.0471, 'acousticness': 0.454, 'instrumentalness': 0.0173, 'liveness': 0.0826, 'valence': 0.673, 'tempo': 95.1}",0
1659,"""laughter in the rain""",neil sedaka,1975,2ozTcQyZQmm9tSmc4VZfwU,laughter in the rain,neil sedaka,170066,"{'danceability': 0.495, 'energy': 0.613, 'key': 5, 'loudness': -9.463, 'mode': 1, 'speechiness': 0.0239, 'acousticness': 0.348, 'instrumentalness': 0.0058, 'liveness': 0.0406, 'valence': 0.924, 'tempo': 100.535}",0
1660,"""one of these nights""",eagles,1975,608xszaAxVh4m7NcKJiAbF,one of these nights - 2013 remaster,eagles,291685,"{'danceability': 0.655, 'energy': 0.606, 'key': 7, 'loudness': -10.385, 'mode': 1, 'speechiness': 0.0285, 'acousticness': 0.0603, 'instrumentalness': 0.0789, 'liveness': 0.0757, 'valence': 0.765, 'tempo': 110.061}",0
1661,"""thank god im a country boy""",john denver,1975,69HICMmc6nNLucAx3aJX9M,thank god im a country boy,john denver,193093,"{'danceability': 0.762, 'energy': 0.537, 'key': 9, 'loudness': -9.58, 'mode': 1, 'speechiness': 0.0478, 'acousticness': 0.785, 'instrumentalness': 0.000669, 'liveness': 0.0551, 'valence': 0.958, 'tempo': 105.603}",0
1662,"""jive talkin""",bee gees,1975,4t0Pj3iBnSCZv5pDEPNmzG,"jive talkin - from ""saturday night fever"" soundtrack",bee gees,222266,"{'danceability': 0.811, 'energy': 0.545, 'key': 7, 'loudness': -12.969, 'mode': 0, 'speechiness': 0.0579, 'acousticness': 0.155, 'instrumentalness': 0.0853, 'liveness': 0.156, 'valence': 0.734, 'tempo': 105.911}",0
1663,"""best of my love""",eagles,1975,5MLLuLqPdUlx8bfKtdkLwO,the best of my love - 2013 remaster,eagles,274891,"{'danceability': 0.559, 'energy': 0.393, 'key': 0, 'loudness': -11.095, 'mode': 1, 'speechiness': 0.0237, 'acousticness': 0.717, 'instrumentalness': 0, 'liveness': 0.0532, 'valence': 0.669, 'tempo': 90.105}",0
1664,"""lovin you""",minnie riperton,1975,3ebYtLVuV4HzEZUDcpZB9p,lovin you,minnie riperton,223143,"{'danceability': 0.387, 'energy': 0.164, 'key': 9, 'loudness': -14.617, 'mode': 1, 'speechiness': 0.085, 'acousticness': 0.962, 'instrumentalness': 0, 'liveness': 0.0817, 'valence': 0.409, 'tempo': 72.029}",0
1665,"""kung fu fighting""",carl douglas,1975,40NRm1ZLvZpUSCUXAGGZ8J,kung fu fighting,carl douglas,197693,"{'danceability': 0.598, 'energy': 0.673, 'key': 2, 'loudness': -10.431, 'mode': 1, 'speechiness': 0.0693, 'acousticness': 0.0422, 'instrumentalness': 6.84e-05, 'liveness': 0.289, 'valence': 0.59, 'tempo': 102.035}",0
1666,"""black water""",the doobie brothers,1975,4p8QcNkaq2FQj8uGJ7HEDK,black water,the doobie brothers,255266,"{'danceability': 0.532, 'energy': 0.441, 'key': 2, 'loudness': -12.866, 'mode': 1, 'speechiness': 0.0434, 'acousticness': 0.228, 'instrumentalness': 0, 'liveness': 0.0846, 'valence': 0.67, 'tempo': 169.275}",0
1667,"""the ballroom blitz""",sweet,1975,1QIyCfZvgKNsDbf6guRFdS,the ballroom blitz,andy scotts sweet,246600,"{'danceability': 0.617, 'energy': 0.81, 'key': 9, 'loudness': -12.057, 'mode': 1, 'speechiness': 0.0656, 'acousticness': 0.00442, 'instrumentalness': 0.000614, 'liveness': 0.0288, 'valence': 0.684, 'tempo': 109.064}",0
1668,"""(hey wont you play) another somebody done somebody wrong song""",b.j. thomas,1975,0b7qiL1rLbUUpGXczt7p5T,(hey wont you play) another somebody done somebody wrong song,b.j. thomas,206066,"{'danceability': 0.637, 'energy': 0.528, 'key': 4, 'loudness': -11.287, 'mode': 1, 'speechiness': 0.0328, 'acousticness': 0.744, 'instrumentalness': 0, 'liveness': 0.114, 'valence': 0.702, 'tempo': 124.806}",0
1669,"""he dont love you (like i love you)""",tony orlando and dawn,1975,0XaaoZUWQFzcFiQbXKhABU,he dont love you (like i love you),tony orlando & dawn,219946,"{'danceability': 0.637, 'energy': 0.55, 'key': 9, 'loudness': -12.378, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 0.287, 'instrumentalness': 1.85e-05, 'liveness': 0.345, 'valence': 0.805, 'tempo': 119.303}",0
1670,"""at seventeen""",janis ian,1975,7wJpqjqk8QbHpCakY1ZacY,at seventeen - remastered,janis ian,283880,"{'danceability': 0.616, 'energy': 0.271, 'key': 0, 'loudness': -17.212, 'mode': 1, 'speechiness': 0.0458, 'acousticness': 0.876, 'instrumentalness': 0.000126, 'liveness': 0.113, 'valence': 0.336, 'tempo': 125.021}",0
1671,"""pick up the pieces""",average white band,1975,2x1LQq8lsUzAA2wNj8yjC9,pick up the pieces,average white band,239908,"{'danceability': 0.768, 'energy': 0.853, 'key': 10, 'loudness': -5.915, 'mode': 0, 'speechiness': 0.0427, 'acousticness': 0.0548, 'instrumentalness': 0.13, 'liveness': 0.0188, 'valence': 0.889, 'tempo': 107.234}",0
1672,"""the hustle""",van mccoy & the soul city symphony,1975,05Iawel3maRW3mSHYmXxMZ,cant knock the hustle,jay-z,317800,"{'danceability': 0.78, 'energy': 0.378, 'key': 7, 'loudness': -11.481, 'mode': 1, 'speechiness': 0.464, 'acousticness': 0.197, 'instrumentalness': 0, 'liveness': 0.0782, 'valence': 0.579, 'tempo': 94.895}",1
1673,"""lady marmalade""",labelle,1975,17VWTx7LD7liGlpnlGhUbn,lady marmalade,labelle,237120,"{'danceability': 0.631, 'energy': 0.563, 'key': 2, 'loudness': -12.135, 'mode': 0, 'speechiness': 0.0552, 'acousticness': 0.398, 'instrumentalness': 0, 'liveness': 0.0733, 'valence': 0.947, 'tempo': 117.963}",0
1674,"""why cant we be friends?""",war,1975,6x959m2QDvatSwUAVCHIuf,why cant we be friends,war,230106,"{'danceability': 0.776, 'energy': 0.68, 'key': 10, 'loudness': -10.088, 'mode': 1, 'speechiness': 0.0389, 'acousticness': 0.179, 'instrumentalness': 0, 'liveness': 0.483, 'valence': 0.962, 'tempo': 92.481}",0
1675,"""love wont let me wait""",major harris,1975,7eQyTHRRxYkyUh8JRNOw09,love wont let me wait,major harris,333093,"{'danceability': 0.569, 'energy': 0.205, 'key': 9, 'loudness': -17.148, 'mode': 1, 'speechiness': 0.0358, 'acousticness': 0.919, 'instrumentalness': 1.94e-06, 'liveness': 0.0894, 'valence': 0.327, 'tempo': 115.705}",0
1676,"""boogie on reggae woman""",stevie wonder,1975,1xTfQiHbhB2Bj2B9dlAojb,boogie on reggae woman,stevie wonder,313266,"{'danceability': 0.876, 'energy': 0.708, 'key': 1, 'loudness': -11.405, 'mode': 1, 'speechiness': 0.052, 'acousticness': 0.205, 'instrumentalness': 0.074, 'liveness': 0.0671, 'valence': 0.643, 'tempo': 106.916}",0
1677,"""angie baby""",helen reddy,1975,46OZwUIGXFDclUHJYjunOj,angie baby,helen reddy,210693,"{'danceability': 0.544, 'energy': 0.412, 'key': 7, 'loudness': -12.628, 'mode': 0, 'speechiness': 0.0482, 'acousticness': 0.543, 'instrumentalness': 2.32e-05, 'liveness': 0.0839, 'valence': 0.527, 'tempo': 79.957}",0
1678,"""wasted days and wasted nights""",freddy fender,1975,0Ao3qWJKueyfs3iqwGN30F,wasted days and wasted nights,freddy fender,166040,"{'danceability': 0.628, 'energy': 0.479, 'key': 4, 'loudness': -7.562, 'mode': 1, 'speechiness': 0.0283, 'acousticness': 0.559, 'instrumentalness': 8.69e-05, 'liveness': 0.201, 'valence': 0.85, 'tempo': 87.587}",0
1679,"""fight the power""",the isley brothers,1975,5idtcCtrCgNywqssGXGXTU,"fight the power, pts. 1 & 2",the isley brothers,319920,"{'danceability': 0.793, 'energy': 0.786, 'key': 11, 'loudness': -7.449, 'mode': 0, 'speechiness': 0.175, 'acousticness': 0.121, 'instrumentalness': 0.0187, 'liveness': 0.0673, 'valence': 0.83, 'tempo': 126.548}",0
1680,"""jackie blue""",ozark mountain daredevils,1975,1R9EHsvzpXwOvlGkgDmE55,jackie blue,the ozark mountain daredevils,250120,"{'danceability': 0.562, 'energy': 0.538, 'key': 1, 'loudness': -9.937, 'mode': 1, 'speechiness': 0.0275, 'acousticness': 0.362, 'instrumentalness': 0.00315, 'liveness': 0.0411, 'valence': 0.962, 'tempo': 107.096}",0
1681,"""fire""",ohio players,1975,06xkqQuJzl1ddeK48jG6qa,fire,ohio players,276333,"{'danceability': 0.639, 'energy': 0.75, 'key': 5, 'loudness': -11.794, 'mode': 1, 'speechiness': 0.0557, 'acousticness': 0.324, 'instrumentalness': 0.0335, 'liveness': 0.282, 'valence': 0.851, 'tempo': 107.174}",0
1682,"""magic""",pilot,1975,500h8jAdr7LvzzXlm1qxtK,magic,pilot,186333,"{'danceability': 0.393, 'energy': 0.588, 'key': 9, 'loudness': -6.68, 'mode': 0, 'speechiness': 0.0613, 'acousticness': 0.345, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.728, 'tempo': 203.145}",0
1683,"""please mr. postman""",the carpenters,1975,549oNlexLX3IiZXN9faa26,please mr postman,the gary wilson orchestra,177960,"{'danceability': 0.657, 'energy': 0.624, 'key': 9, 'loudness': -15.504, 'mode': 1, 'speechiness': 0.031, 'acousticness': 0.0164, 'instrumentalness': 0.916, 'liveness': 0.0697, 'valence': 0.932, 'tempo': 132.968}",1
1684,"""sister golden hair""",america,1975,5VSAonaAPhhGn0G7hMYwWK,sister golden hair,america,199573,"{'danceability': 0.441, 'energy': 0.547, 'key': 4, 'loudness': -12.222, 'mode': 1, 'speechiness': 0.0337, 'acousticness': 0.13, 'instrumentalness': 0.000143, 'liveness': 0.109, 'valence': 0.716, 'tempo': 134.753}",0
1685,"""lucy in the sky with diamonds""",elton john,1975,13JsYnkF16pHKuOFG6uI1C,lucy in the sky with diamonds,elton john,377573,"{'danceability': 0.392, 'energy': 0.566, 'key': 0, 'loudness': -8.127, 'mode': 1, 'speechiness': 0.0368, 'acousticness': 0.0889, 'instrumentalness': 7.6e-05, 'liveness': 0.0676, 'valence': 0.538, 'tempo': 164.11}",0
1686,"""mandy""",barry manilow,1975,6iXQrhhgBisdfvS34EMTZ3,mandy,barry manilow,213333,"{'danceability': 0.308, 'energy': 0.464, 'key': 10, 'loudness': -9.032, 'mode': 1, 'speechiness': 0.0279, 'acousticness': 0.418, 'instrumentalness': 2.49e-06, 'liveness': 0.143, 'valence': 0.318, 'tempo': 103.734}",0
1687,"""have you never been mellow""",olivia newton-john,1975,4JxWeKru2tgXnXObpZ9ReD,have you never been mellow,olivia newton-john,213533,"{'danceability': 0.542, 'energy': 0.323, 'key': 0, 'loudness': -14.073, 'mode': 1, 'speechiness': 0.033, 'acousticness': 0.565, 'instrumentalness': 2.31e-06, 'liveness': 0.0876, 'valence': 0.433, 'tempo': 121.802}",0
1688,"""could it be magic""",barry manilow,1975,6FDrn47S3Q4s9rhLHm4um0,could it be magic,barry manilow,409053,"{'danceability': 0.315, 'energy': 0.506, 'key': 0, 'loudness': -7.283, 'mode': 0, 'speechiness': 0.0347, 'acousticness': 0.85, 'instrumentalness': 0.0405, 'liveness': 0.131, 'valence': 0.291, 'tempo': 122.913}",0
1689,"""cats in the cradle""",harry chapin,1975,2obblQ6tcePeOEVJV6nEGD,cats in the cradle,harry chapin,222951,"{'danceability': 0.489, 'energy': 0.577, 'key': 10, 'loudness': -9.765, 'mode': 1, 'speechiness': 0.042, 'acousticness': 0.233, 'instrumentalness': 0, 'liveness': 0.123, 'valence': 0.519, 'tempo': 78.112}",0
1690,"""wildfire""",michael martin murphey,1975,737c89v3Zdit8EUyNJ7KeS,wildfire,michael martin murphey,307866,"{'danceability': 0.602, 'energy': 0.24, 'key': 4, 'loudness': -18.565, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.252, 'instrumentalness': 0.00101, 'liveness': 0.219, 'valence': 0.208, 'tempo': 79.989}",0
1691,"""im not lisa""",jessi colter,1975,2WQCzRvHubJxMIeCf2YhYG,im not lisa,jessi colter,203106,"{'danceability': 0.444, 'energy': 0.185, 'key': 5, 'loudness': -12.159, 'mode': 1, 'speechiness': 0.0254, 'acousticness': 0.711, 'instrumentalness': 0.0384, 'liveness': 0.121, 'valence': 0.154, 'tempo': 79.168}",0
1692,"""listen to what the man said""",wings,1975,0SkpjIqhANcC2QQu8DIuwG,listen to what the man said - remastered 2014,wings,240986,"{'danceability': 0.499, 'energy': 0.616, 'key': 7, 'loudness': -8.325, 'mode': 1, 'speechiness': 0.0392, 'acousticness': 0.179, 'instrumentalness': 0.000151, 'liveness': 0.552, 'valence': 0.622, 'tempo': 113.254}",0
1693,"""im not in love""",10cc,1975,5HQEmiV2lKnSO6qa2fsR7x,im not in love,10cc,366640,"{'danceability': 0.404, 'energy': 0.523, 'key': 4, 'loudness': -15.7, 'mode': 1, 'speechiness': 0.0575, 'acousticness': 0.685, 'instrumentalness': 0.000498, 'liveness': 0.282, 'valence': 0.164, 'tempo': 133.738}",0
