index,wiki_name,wiki_artist,year,sp_id,sp_name,sp_artist,duration,audio_features,flag
4735,"""girlfight""",brooke valentine featuring lil jon and big boi,2005,0GkkiqqRdjqmRDrWfTdemH,girlfight,brooke valentine,234733,"{'danceability': 0.745, 'energy': 0.62, 'key': 11, 'loudness': -8.24, 'mode': 1, 'speechiness': 0.148, 'acousticness': 0.0131, 'instrumentalness': 0, 'liveness': 0.118, 'valence': 0.603, 'tempo': 99.985}",0
4736,"""lose my breath""",destiny's child,2005,4dvQg9sD8k9y4qiEURuj8v,lose my breath,destinys child,242013,"{'danceability': 0.814, 'energy': 0.899, 'key': 1, 'loudness': -5.958, 'mode': 1, 'speechiness': 0.0637, 'acousticness': 0.00727, 'instrumentalness': 0.219, 'liveness': 0.0979, 'valence': 0.545, 'tempo': 119.011}",0
4737,"""ordinary people""",john legend,2005,2ZA4uMlSZjaoWGFqP1tsLI,ordinary people,john legend,281466,"{'danceability': 0.469, 'energy': 0.132, 'key': 10, 'loudness': -14.001, 'mode': 1, 'speechiness': 0.0798, 'acousticness': 0.928, 'instrumentalness': 0, 'liveness': 0.0873, 'valence': 0.36, 'tempo': 66.989}",0
4738,"""we be burnin""",sean paul,2005,4kOTDj4SiZPkW1p96WMDNv,we be burnin,sean paul,213066,"{'danceability': 0.95, 'energy': 0.803, 'key': 1, 'loudness': -4.195, 'mode': 1, 'speechiness': 0.151, 'acousticness': 0.145, 'instrumentalness': 0, 'liveness': 0.0748, 'valence': 0.86, 'tempo': 117.0}",0
4739,"""just the girl""",the click five,2005,1JURww012QnWAw0zZXi6Aa,just the girl,the click five,234146,"{'danceability': 0.571, 'energy': 0.89, 'key': 9, 'loudness': -1.6, 'mode': 1, 'speechiness': 0.0395, 'acousticness': 0.00509, 'instrumentalness': 0, 'liveness': 0.0769, 'valence': 0.751, 'tempo': 110.958}",0
4740,"""true""",ryan cabrera,2005,0jdeV5dSB3kUBRqe1xQJbh,true,ryan cabrera,204173,"{'danceability': 0.598, 'energy': 0.4, 'key': 6, 'loudness': -10.054, 'mode': 1, 'speechiness': 0.0241, 'acousticness': 0.459, 'instrumentalness': 0, 'liveness': 0.151, 'valence': 0.369, 'tempo': 96.938}",0
4741,"""o""",omarion,2005,3gOBLrOvDovzHL4xBDQw0B,o,omarion,280706,"{'danceability': 0.742, 'energy': 0.515, 'key': 0, 'loudness': -6.265, 'mode': 1, 'speechiness': 0.0405, 'acousticness': 0.081, 'instrumentalness': 0, 'liveness': 0.194, 'valence': 0.587, 'tempo': 120.086}",0
4742,"""back then""",mike jones,2005,5krOROgmf8adn3SJzeKLZy,back then,mike jones,244186,"{'danceability': 0.776, 'energy': 0.736, 'key': 9, 'loudness': -6.308, 'mode': 1, 'speechiness': 0.255, 'acousticness': 0.0101, 'instrumentalness': 0, 'liveness': 0.18, 'valence': 0.536, 'tempo': 159.838}",0
4743,"""numb/encore""",jay-z and linkin park,2005,5sNESr6pQfIhL3krM8CtZn,numb / encore,jay-z,205733,"{'danceability': 0.687, 'energy': 0.793, 'key': 2, 'loudness': -4.254, 'mode': 1, 'speechiness': 0.166, 'acousticness': 0.0603, 'instrumentalness': 0, 'liveness': 0.582, 'valence': 0.751, 'tempo': 107.045}",0
4744,"""wonderful""",ja rule featuring r. kelly and ashanti,2005,6zC0mpGYwbNTpk9SKwh08f,wonderful tonight,eric clapton,225026,"{'danceability': 0.572, 'energy': 0.214, 'key': 7, 'loudness': -15.625, 'mode': 1, 'speechiness': 0.0293, 'acousticness': 0.649, 'instrumentalness': 0.129, 'liveness': 0.125, 'valence': 0.485, 'tempo': 95.542}",1
4745,"""im sprung""",t-pain,2005,0DLOyyQvwPTSDKuhpzMMwA,im sprung,t-pain,231040,"{'danceability': 0.728, 'energy': 0.327, 'key': 0, 'loudness': -11.596, 'mode': 0, 'speechiness': 0.0999, 'acousticness': 0.0948, 'instrumentalness': 0, 'liveness': 0.103, 'valence': 0.195, 'tempo': 100.0}",0
4746,"""chariot""",gavin degraw,2005,4dygMGhvfENVhwRXmAscbl,chariot,gavin degraw,239173,"{'danceability': 0.28, 'energy': 0.779, 'key': 7, 'loudness': -5.104, 'mode': 1, 'speechiness': 0.0513, 'acousticness': 0.0435, 'instrumentalness': 0, 'liveness': 0.37, 'valence': 0.345, 'tempo': 167.134}",0
4747,"""u already know""",112 featuring foxy brown,2005,0ahRDzkKq0KEi7FRoHb0qk,u already know,112,198880,"{'danceability': 0.694, 'energy': 0.511, 'key': 8, 'loudness': -9.34, 'mode': 1, 'speechiness': 0.0449, 'acousticness': 0.274, 'instrumentalness': 0, 'liveness': 0.166, 'valence': 0.931, 'tempo': 87.014}",0
4748,"""mississippi girl""",faith hill,2005,79YeQbd1p7MsuT7wHQLRYY,mississippi girl,faith hill,232706,"{'danceability': 0.499, 'energy': 0.765, 'key': 9, 'loudness': -4.148, 'mode': 1, 'speechiness': 0.0521, 'acousticness': 0.113, 'instrumentalness': 0, 'liveness': 0.0509, 'valence': 0.665, 'tempo': 83.916}",0
4749,"""number one spot""",ludacris,2005,5SV9SnHkuHMh446QsgQtry,number one spot,ludacris,274466,"{'danceability': 0.542, 'energy': 0.946, 'key': 6, 'loudness': -4.279, 'mode': 1, 'speechiness': 0.378, 'acousticness': 0.0346, 'instrumentalness': 0, 'liveness': 0.323, 'valence': 0.509, 'tempo': 146.7}",0
4750,"""give me that""",webbie featuring bun b,2005,2s9NvnrAU9WahyWRa0Ou9m,give me that,boosie badazz,267520,"{'danceability': 0.62, 'energy': 0.782, 'key': 8, 'loudness': -6.034, 'mode': 1, 'speechiness': 0.363, 'acousticness': 0.00687, 'instrumentalness': 0, 'liveness': 0.319, 'valence': 0.54, 'tempo': 156.109}",0
4751,"""bad day""",daniel powter,2006,0mUyMawtxj1CJ76kn9gIZK,bad day,daniel powter,233640,"{'danceability': 0.599, 'energy': 0.785, 'key': 3, 'loudness': -4.013, 'mode': 1, 'speechiness': 0.0309, 'acousticness': 0.448, 'instrumentalness': 0.00336, 'liveness': 0.151, 'valence': 0.52, 'tempo': 140.046}",0
4752,"""temperature""",sean paul,2006,0k2GOhqsrxDTAbFFSdNJjT,temperature,sean paul,218573,"{'danceability': 0.951, 'energy': 0.6, 'key': 0, 'loudness': -4.675, 'mode': 0, 'speechiness': 0.0685, 'acousticness': 0.106, 'instrumentalness': 0, 'liveness': 0.0712, 'valence': 0.822, 'tempo': 125.04}",0
4753,"""promiscuous""",nelly furtado featuring timbaland,2006,2gam98EZKrF9XuOkU13ApN,promiscuous,nelly furtado,242293,"{'danceability': 0.808, 'energy': 0.97, 'key': 10, 'loudness': -6.098, 'mode': 0, 'speechiness': 0.0506, 'acousticness': 0.0569, 'instrumentalness': 6.13e-05, 'liveness': 0.154, 'valence': 0.868, 'tempo': 114.328}",0
4754,"""youre beautiful""",james blunt,2006,0vg4WnUWvze6pBOJDTq99k,youre beautiful,james blunt,209493,"{'danceability': 0.675, 'energy': 0.479, 'key': 0, 'loudness': -9.87, 'mode': 0, 'speechiness': 0.0278, 'acousticness': 0.633, 'instrumentalness': 1.76e-05, 'liveness': 0.088, 'valence': 0.454, 'tempo': 81.998}",0
4755,"""hips dont lie""",shakira featuring wyclef jean,2006,3ZFTkvIE7kyPt6Nu3PEa7V,hips dont lie (feat. wyclef jean),shakira,218093,"{'danceability': 0.778, 'energy': 0.824, 'key': 10, 'loudness': -5.892, 'mode': 0, 'speechiness': 0.0707, 'acousticness': 0.284, 'instrumentalness': 0, 'liveness': 0.405, 'valence': 0.758, 'tempo': 100.024}",0
4756,"""unwritten""",natasha bedingfield,2006,3U5JVgI2x4rDyHGObzJfNf,unwritten,natasha bedingfield,259333,"{'danceability': 0.706, 'energy': 0.8, 'key': 5, 'loudness': -6.333, 'mode': 1, 'speechiness': 0.0399, 'acousticness': 0.00584, 'instrumentalness': 0, 'liveness': 0.0822, 'valence': 0.629, 'tempo': 100.011}",0
4757,"""crazy""",gnarls barkley,2006,2N5zMZX7YeL1tico8oQxa9,crazy,gnarls barkley,182066,"{'danceability': 0.835, 'energy': 0.741, 'key': 8, 'loudness': -1.609, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.0172, 'instrumentalness': 0.0577, 'liveness': 0.0826, 'valence': 0.612, 'tempo': 111.963}",0
4758,"""ridin""",chamillionaire featuring krayzie bone,2006,6BaxqcoEM9r3LXisTyJjST,ridin solo,jason derulo,215746,"{'danceability': 0.442, 'energy': 0.83, 'key': 9, 'loudness': -4.02, 'mode': 1, 'speechiness': 0.146, 'acousticness': 0.128, 'instrumentalness': 0, 'liveness': 0.129, 'valence': 0.578, 'tempo': 89.338}",1
4759,"""sexyback""",justin timberlake featuring timbaland,2006,0O45fw2L5vsWpdsOdXwNAR,sexyback (feat. timbaland),justin timberlake,242733,"{'danceability': 0.967, 'energy': 0.583, 'key': 7, 'loudness': -5.562, 'mode': 0, 'speechiness': 0.0789, 'acousticness': 0.0584, 'instrumentalness': 0, 'liveness': 0.0519, 'valence': 0.964, 'tempo': 117.0}",0
4760,"""check on it""",beyoncé featuring slim thug,2006,2RWxrpsFshOBFwRBRstUlQ,check on it (feat. bun b & slim thug),beyoncé,210453,"{'danceability': 0.705, 'energy': 0.796, 'key': 7, 'loudness': -6.845, 'mode': 1, 'speechiness': 0.267, 'acousticness': 0.0708, 'instrumentalness': 0, 'liveness': 0.388, 'valence': 0.864, 'tempo': 166.042}",0
4761,"""be without you""",mary j. blige,2006,6Y3WvyUG9iE5bQYg38SPtQ,be without you - kendu mix,mary j. blige,246333,"{'danceability': 0.726, 'energy': 0.7, 'key': 2, 'loudness': -5.881, 'mode': 0, 'speechiness': 0.0998, 'acousticness': 0.0717, 'instrumentalness': 0, 'liveness': 0.262, 'valence': 0.673, 'tempo': 146.559}",0
4762,"""grillz""","nelly, paul wall and ali & gipp",2006,3YQjgTpUVNWvpYeb2mtTF7,grillz,nelly,271160,"{'danceability': 0.867, 'energy': 0.504, 'key': 4, 'loudness': -7.737, 'mode': 0, 'speechiness': 0.241, 'acousticness': 0.0358, 'instrumentalness': 0, 'liveness': 0.307, 'valence': 0.84, 'tempo': 82.996}",0
4763,"""over my head (cable car)""",the fray,2006,1N62wozuHCvczCkY4QidpP,over my head (cable car),the fray,236266,"{'danceability': 0.592, 'energy': 0.729, 'key': 8, 'loudness': -4.156, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.022, 'instrumentalness': 0, 'liveness': 0.0653, 'valence': 0.709, 'tempo': 116.03}",0
4764,"""me & u""",cassie,2006,7k6IzwMGpxnRghE7YosnXT,me & u,cassie,192213,"{'danceability': 0.803, 'energy': 0.454, 'key': 8, 'loudness': -4.802, 'mode': 0, 'speechiness': 0.0294, 'acousticness': 0.352, 'instrumentalness': 0, 'liveness': 0.0655, 'valence': 0.739, 'tempo': 99.99}",0
4765,"""buttons""",pussycat dolls featuring snoop dogg,2006,2ICylmg7jCYdOWUFNa8VW7,buttons - featuring big snoop dogg,the pussycat dolls,231293,"{'danceability': 0.524, 'energy': 0.809, 'key': 2, 'loudness': -4.787, 'mode': 1, 'speechiness': 0.335, 'acousticness': 0.185, 'instrumentalness': 0, 'liveness': 0.345, 'valence': 0.532, 'tempo': 210.893}",0
4766,"""run it!""",chris brown featuring juelz santana,2006,1dg3qy5DjoJodawfOCgrTP,run it up (feat. offset & moneybagg yo),lil tjay,232048,"{'danceability': 0.88, 'energy': 0.575, 'key': 6, 'loudness': -6.091, 'mode': 1, 'speechiness': 0.163, 'acousticness': 0.415, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.671, 'tempo': 120.031}",1
4767,"""so sick""",ne-yo,2006,6brl7bwOHmGFkNw3MBqssT,so sick,ne-yo,207186,"{'danceability': 0.452, 'energy': 0.574, 'key': 6, 'loudness': -8.336, 'mode': 1, 'speechiness': 0.31, 'acousticness': 0.246, 'instrumentalness': 0, 'liveness': 0.189, 'valence': 0.58, 'tempo': 92.791}",0
4768,"""its goin down""",yung joc featuring nitti,2006,05Sgj1Hx03ZXc57gsV1kfX,its goin down (feat. nitti),yung joc,241840,"{'danceability': 0.888, 'energy': 0.577, 'key': 1, 'loudness': -7.702, 'mode': 0, 'speechiness': 0.0612, 'acousticness': 0.0986, 'instrumentalness': 0, 'liveness': 0.131, 'valence': 0.609, 'tempo': 84.003}",0
4769,"""sos""",rihanna,2006,30cSNer6TV8x2utjULVeQ5,sos,rihanna,238920,"{'danceability': 0.677, 'energy': 0.671, 'key': 7, 'loudness': -4.905, 'mode': 1, 'speechiness': 0.0361, 'acousticness': 0.004, 'instrumentalness': 5.07e-05, 'liveness': 0.413, 'valence': 0.527, 'tempo': 137.046}",0
4770,"""i write sins not tragedies""",panic! at the disco,2006,4bPQs0PHn4xbipzdPfn6du,i write sins not tragedies,panic! at the disco,186634,"{'danceability': 0.569, 'energy': 0.83, 'key': 9, 'loudness': -4.106, 'mode': 0, 'speechiness': 0.14, 'acousticness': 0.0807, 'instrumentalness': 0, 'liveness': 0.114, 'valence': 0.609, 'tempo': 170.094}",0
4771,"""move along""",the all-american rejects,2006,2l57cfmCnOkwNX1tky02n1,move along,the all-american rejects,238880,"{'danceability': 0.518, 'energy': 0.916, 'key': 3, 'loudness': -3.858, 'mode': 1, 'speechiness': 0.0454, 'acousticness': 0.000148, 'instrumentalness': 0, 'liveness': 0.291, 'valence': 0.646, 'tempo': 109.864}",0
4772,"""london bridge""",fergie,2006,7jRoWfRlLnGYEIEn4t4kbq,london bridge,fergie,241306,"{'danceability': 0.769, 'energy': 0.609, 'key': 1, 'loudness': -5.894, 'mode': 1, 'speechiness': 0.357, 'acousticness': 0.216, 'instrumentalness': 0, 'liveness': 0.166, 'valence': 0.633, 'tempo': 90.951}",0
4773,"""dani california""",red hot chili peppers,2006,10Nmj3JCNoMeBQ87uw5j8k,dani california,red hot chili peppers,282160,"{'danceability': 0.556, 'energy': 0.913, 'key': 0, 'loudness': -2.36, 'mode': 1, 'speechiness': 0.0437, 'acousticness': 0.0193, 'instrumentalness': 8.59e-06, 'liveness': 0.346, 'valence': 0.73, 'tempo': 96.184}",0
4774,"""snap yo fingers""",lil jon featuring e-40 and sean paul,2006,6o3s08kk2fQI37vxGZDrJ1,snap yo fingers,lil jon,274386,"{'danceability': 0.835, 'energy': 0.757, 'key': 8, 'loudness': -5.029, 'mode': 0, 'speechiness': 0.23, 'acousticness': 0.00647, 'instrumentalness': 0, 'liveness': 0.29, 'valence': 0.626, 'tempo': 82.038}",0
4775,"""lean wit it, rock wit it""",dem franchize boyz,2006,7cVmKBwzPsh4Fmb6SplfEm,"lean wit it, rock wit it",dem franchize boyz,229813,"{'danceability': 0.886, 'energy': 0.62, 'key': 5, 'loudness': -5.854, 'mode': 1, 'speechiness': 0.307, 'acousticness': 0.082, 'instrumentalness': 0, 'liveness': 0.1, 'valence': 0.6, 'tempo': 76.035}",0
4776,"""what hurts the most""",rascal flatts,2006,4bVuIlGQBMWS7vIhcx8Ae4,what hurts the most,rascal flatts,214106,"{'danceability': 0.537, 'energy': 0.674, 'key': 5, 'loudness': -5.134, 'mode': 0, 'speechiness': 0.0277, 'acousticness': 0.0088, 'instrumentalness': 0, 'liveness': 0.265, 'valence': 0.33, 'tempo': 136.002}",0
4777,"""how to save a life""",the fray,2006,5fVZC9GiM4e8vu99W0Xf6J,how to save a life,the fray,262533,"{'danceability': 0.64, 'energy': 0.743, 'key': 10, 'loudness': -4.08, 'mode': 1, 'speechiness': 0.0379, 'acousticness': 0.269, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.361, 'tempo': 122.035}",0
4778,"""unfaithful""",rihanna,2006,13xxBnXOuiBxVxJI458B0i,unfaithful,rihanna,226973,"{'danceability': 0.588, 'energy': 0.391, 'key': 0, 'loudness': -8.607, 'mode': 0, 'speechiness': 0.0334, 'acousticness': 0.839, 'instrumentalness': 0, 'liveness': 0.227, 'valence': 0.349, 'tempo': 144.069}",0
4779,"""chasing cars""",snow patrol,2006,11bD1JtSjlIgKgZG2134DZ,chasing cars,snow patrol,267933,"{'danceability': 0.563, 'energy': 0.592, 'key': 9, 'loudness': -4.571, 'mode': 1, 'speechiness': 0.0276, 'acousticness': 0.209, 'instrumentalness': 5.08e-05, 'liveness': 0.132, 'valence': 0.136, 'tempo': 104.016}",0
4780,"""lips of an angel""",hinder,2006,40LQiUUUKXVGyNs09lHVjW,lips of an angel,hinder,261853,"{'danceability': 0.476, 'energy': 0.736, 'key': 2, 'loudness': -5.38, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.0217, 'instrumentalness': 1.08e-06, 'liveness': 0.203, 'valence': 0.251, 'tempo': 129.084}",0
4781,"""everytime we touch""",cascada,2006,5YJtMNWKe55yr49cyJgxva,everytime we touch,cascada,197124,"{'danceability': 0.633, 'energy': 0.976, 'key': 8, 'loudness': -5.362, 'mode': 1, 'speechiness': 0.0519, 'acousticness': 0.00281, 'instrumentalness': 1.29e-05, 'liveness': 0.382, 'valence': 0.493, 'tempo': 142.027}",0
4782,"""aint no other man""",christina aguilera,2006,7huo2wvrCgRucUsjdSDLQV,aint no other man,christina aguilera,228906,"{'danceability': 0.862, 'energy': 0.742, 'key': 7, 'loudness': -4.722, 'mode': 1, 'speechiness': 0.222, 'acousticness': 0.00376, 'instrumentalness': 0.00855, 'liveness': 0.103, 'valence': 0.511, 'tempo': 127.91}",0
4783,"""dance, dance""",fall out boy,2006,0a7BloCiNzLDD9qSQHh5m7,"dance, dance",fall out boy,180266,"{'danceability': 0.622, 'energy': 0.961, 'key': 11, 'loudness': -3.198, 'mode': 0, 'speechiness': 0.154, 'acousticness': 0.00523, 'instrumentalness': 0, 'liveness': 0.0854, 'valence': 0.449, 'tempo': 114.452}",0
4784,"""gold digger""",kanye west featuring jamie foxx,2006,1PS1QMdUqOal0ai3Gt7sDQ,gold digger,kanye west,207626,"{'danceability': 0.629, 'energy': 0.696, 'key': 1, 'loudness': -5.572, 'mode': 0, 'speechiness': 0.348, 'acousticness': 0.0195, 'instrumentalness': 0, 'liveness': 0.0554, 'valence': 0.623, 'tempo': 93.034}",0
4785,"""money maker""",ludacris featuring pharrell,2006,2JpUkUR0OsOlUUfm6iS8ic,money maker,ludacris,230613,"{'danceability': 0.551, 'energy': 0.598, 'key': 1, 'loudness': -6.79, 'mode': 1, 'speechiness': 0.27, 'acousticness': 0.15, 'instrumentalness': 0, 'liveness': 0.299, 'valence': 0.612, 'tempo': 78.756}",0
4786,"""ms. new booty""",bubba sparxxx featuring ying yang twins,2006,0k6HUzaRHpQ3eEWr1C7Esh,ms. new booty,bubba sparxxx,252653,"{'danceability': 0.64, 'energy': 0.62, 'key': 1, 'loudness': -5.931, 'mode': 1, 'speechiness': 0.416, 'acousticness': 0.016, 'instrumentalness': 0, 'liveness': 0.0831, 'valence': 0.609, 'tempo': 129.37}",0
4787,"""(when you gonna) give it up to me""",sean paul featuring keyshia cole,2006,6k8uthjEbttfWXcGaNTQGD,(when you gonna) give it up to me (feat. keyshia cole) - radio version,sean paul,243880,"{'danceability': 0.711, 'energy': 0.761, 'key': 8, 'loudness': -3.04, 'mode': 1, 'speechiness': 0.225, 'acousticness': 0.067, 'instrumentalness': 0, 'liveness': 0.041, 'valence': 0.718, 'tempo': 95.824}",0
4788,"""photograph""",nickelback,2006,3hb2ScEVkGchcAQqrPLP0R,photograph,nickelback,258920,"{'danceability': 0.515, 'energy': 0.876, 'key': 8, 'loudness': -3.756, 'mode': 1, 'speechiness': 0.0292, 'acousticness': 0.000932, 'instrumentalness': 0.000166, 'liveness': 0.136, 'valence': 0.385, 'tempo': 145.916}",0
4789,"""because of you""",kelly clarkson,2006,3f3omU8n47Mqyab5nCaGyT,because of you,kelly clarkson,219493,"{'danceability': 0.583, 'energy': 0.584, 'key': 5, 'loudness': -5.362, 'mode': 0, 'speechiness': 0.0314, 'acousticness': 0.254, 'instrumentalness': 0, 'liveness': 0.123, 'valence': 0.136, 'tempo': 140.039}",0
4790,"""stickwitu""",pussycat dolls,2006,4NjR63Up0uMkQBlKvlZd1l,stickwitu,the pussycat dolls,207506,"{'danceability': 0.655, 'energy': 0.54, 'key': 9, 'loudness': -6.482, 'mode': 1, 'speechiness': 0.0516, 'acousticness': 0.268, 'instrumentalness': 0, 'liveness': 0.068, 'valence': 0.43, 'tempo': 79.983}",0
4791,"""im n luv (wit a stripper)""",t-pain featuring mike jones,2006,2QurCbkPO14pjrikPNja0h,im n luv (wit a stripper) (feat. mike jones),t-pain,239413,"{'danceability': 0.739, 'energy': 0.368, 'key': 8, 'loudness': -10.233, 'mode': 1, 'speechiness': 0.0845, 'acousticness': 0.00542, 'instrumentalness': 0, 'liveness': 0.171, 'valence': 0.467, 'tempo': 144.992}",0
4792,"""my humps""",the black eyed peas,2006,4XbhgSxKc2KEoVV43rnwSM,my humps (dance remix),the tribute co.,231855,"{'danceability': 0.89, 'energy': 0.646, 'key': 6, 'loudness': -6.788, 'mode': 1, 'speechiness': 0.054, 'acousticness': 0.0336, 'instrumentalness': 0.000134, 'liveness': 0.0265, 'valence': 0.856, 'tempo': 129.976}",1
4793,"""whered you go""",fort minor featuring holly brook and jonah matranga,2006,7pAT4dOUzjq8Ziap5ShIqC,whered you go (feat. holly brook & jonah matranga),fort minor,231866,"{'danceability': 0.684, 'energy': 0.819, 'key': 1, 'loudness': -3.309, 'mode': 0, 'speechiness': 0.238, 'acousticness': 0.262, 'instrumentalness': 0.00197, 'liveness': 0.113, 'valence': 0.25, 'tempo': 179.999}",0
4794,"""yo (excuse me miss)""",chris brown,2006,7DFnq8FYhHMCylykf6ZCxA,yo (excuse me miss),chris brown,229040,"{'danceability': 0.536, 'energy': 0.612, 'key': 4, 'loudness': -5.847, 'mode': 1, 'speechiness': 0.272, 'acousticness': 0.119, 'instrumentalness': 0, 'liveness': 0.209, 'valence': 0.57, 'tempo': 86.768}",0
4795,"""walk away""",kelly clarkson,2006,25sA1vM4BFkTb5cJGWftFo,walk away,kelly clarkson,189306,"{'danceability': 0.75, 'energy': 0.888, 'key': 0, 'loudness': -4.524, 'mode': 1, 'speechiness': 0.0426, 'acousticness': 0.0147, 'instrumentalness': 1.11e-06, 'liveness': 0.0759, 'valence': 0.935, 'tempo': 115.973}",0
4796,"""laffy taffy""",d4l,2006,2ajhenDRiiAnCHHjsIOHhJ,laffy taffy,d4l,224253,"{'danceability': 0.891, 'energy': 0.439, 'key': 7, 'loudness': -7.994, 'mode': 0, 'speechiness': 0.428, 'acousticness': 0.0351, 'instrumentalness': 0, 'liveness': 0.0932, 'valence': 0.622, 'tempo': 77.499}",0
4797,"""what you know""",t.i.,2006,0CAJdthKDdRjB2h8YOguN6,what you know,t.i.,274333,"{'danceability': 0.551, 'energy': 0.81, 'key': 11, 'loudness': -4.365, 'mode': 1, 'speechiness': 0.0344, 'acousticness': 0.0155, 'instrumentalness': 0, 'liveness': 0.169, 'valence': 0.332, 'tempo': 73.464}",0
4798,"""dirty little secret""",the all-american rejects,2006,5lDriBxJd22IhOH9zTcFrV,dirty little secret,the all-american rejects,193653,"{'danceability': 0.465, 'energy': 0.954, 'key': 10, 'loudness': -4.251, 'mode': 1, 'speechiness': 0.044, 'acousticness': 0.000346, 'instrumentalness': 5.38e-06, 'liveness': 0.573, 'valence': 0.458, 'tempo': 143.85}",0
4799,"""savin me""",nickelback,2006,4Gd9PUEuOTOJtbgd4YxLXM,savin me,nickelback,219320,"{'danceability': 0.441, 'energy': 0.815, 'key': 3, 'loudness': -4.088, 'mode': 1, 'speechiness': 0.0276, 'acousticness': 0.000731, 'instrumentalness': 0, 'liveness': 0.414, 'valence': 0.522, 'tempo': 164.007}",0
4800,"""dont forget about us""",mariah carey,2006,1HkVSmzBbdZ5Bzdd00IZgh,dont forget about us - radio edit,mariah carey,233866,"{'danceability': 0.699, 'energy': 0.543, 'key': 10, 'loudness': -6.859, 'mode': 0, 'speechiness': 0.0383, 'acousticness': 0.0457, 'instrumentalness': 0, 'liveness': 0.1, 'valence': 0.431, 'tempo': 143.635}",0
4801,"""sexy love""",ne-yo,2006,10aWGOqSDBqvNzJ9NeKDbK,sexy love,ne-yo,220853,"{'danceability': 0.693, 'energy': 0.516, 'key': 8, 'loudness': -6.446, 'mode': 1, 'speechiness': 0.0413, 'acousticness': 0.297, 'instrumentalness': 0.000127, 'liveness': 0.0604, 'valence': 0.494, 'tempo': 94.02}",0
4802,"""u and dat""",e-40 featuring t-pain and kandi girl,2006,7g7M96UGiA7OR79H86gV4m,u and dat (feat. t. pain & kandi girl),e-40,202720,"{'danceability': 0.858, 'energy': 0.484, 'key': 6, 'loudness': -7.448, 'mode': 0, 'speechiness': 0.277, 'acousticness': 0.0241, 'instrumentalness': 1.8e-06, 'liveness': 0.123, 'valence': 0.329, 'tempo': 99.992}",0
4803,"""far away""",nickelback,2006,0ADZ5dmXhlfzjMw6lefoPl,far away,nickelback,238173,"{'danceability': 0.518, 'energy': 0.797, 'key': 6, 'loudness': -5.153, 'mode': 1, 'speechiness': 0.0309, 'acousticness': 0.000681, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.293, 'tempo': 132.918}",0
4804,"""whats left of me""",nick lachey,2006,1bPqAXwNiVcM6zjJU1Z4Cd,whats left of me,nick lachey,244666,"{'danceability': 0.421, 'energy': 0.728, 'key': 7, 'loudness': -5.644, 'mode': 1, 'speechiness': 0.035, 'acousticness': 0.136, 'instrumentalness': 0, 'liveness': 0.136, 'valence': 0.311, 'tempo': 150.12}",0
4805,"""so what""",field mob featuring ciara,2006,0JiY190vktuhSGN6aqJdrt,so what,p!nk,215160,"{'danceability': 0.534, 'energy': 0.87, 'key': 11, 'loudness': -3.078, 'mode': 0, 'speechiness': 0.0425, 'acousticness': 0.000334, 'instrumentalness': 0, 'liveness': 0.241, 'valence': 0.462, 'tempo': 126.019}",0
4806,"""do it to it""",cherish featuring sean p,2006,20on25jryn53hWghthWWW3,do it to it,acraze,157890,"{'danceability': 0.854, 'energy': 0.806, 'key': 11, 'loudness': -8.262, 'mode': 0, 'speechiness': 0.0886, 'acousticness': 0.0209, 'instrumentalness': 0.0542, 'liveness': 0.0703, 'valence': 0.637, 'tempo': 124.927}",0
4807,"""black horse and the cherry tree""",kt tunstall,2006,0qAMjeQFyd1qD0LDiV8gWp,black horse and the cherry tree,kt tunstall,172373,"{'danceability': 0.748, 'energy': 0.786, 'key': 4, 'loudness': -7.788, 'mode': 0, 'speechiness': 0.0641, 'acousticness': 0.328, 'instrumentalness': 0, 'liveness': 0.34, 'valence': 0.917, 'tempo': 104.833}",0
4808,"""there it go (the whistle song)""",juelz santana,2006,50UkypyQJbSQLaXHke5Yep,there it go (the whistle song),juelz santana,180493,"{'danceability': 0.942, 'energy': 0.892, 'key': 6, 'loudness': -6.363, 'mode': 0, 'speechiness': 0.196, 'acousticness': 0.023, 'instrumentalness': 0.000897, 'liveness': 0.264, 'valence': 0.595, 'tempo': 100.007}",0
4809,"""shoulder lean""",young dro featuring t.i.,2006,2OqYarizUUGzSSNHPrDEii,shoulder lean (feat. t.i.),young dro,258680,"{'danceability': 0.7, 'energy': 0.518, 'key': 4, 'loudness': -7.191, 'mode': 0, 'speechiness': 0.177, 'acousticness': 0.0471, 'instrumentalness': 0, 'liveness': 0.1, 'valence': 0.542, 'tempo': 75.973}",0
4810,"""unpredictable""",jamie foxx featuring ludacris,2006,3UNrtRxBBlWE70SjxnOo02,unpredictable (feat. ludacris) - main,jamie foxx,219866,"{'danceability': 0.734, 'energy': 0.599, 'key': 9, 'loudness': -8.462, 'mode': 1, 'speechiness': 0.197, 'acousticness': 0.206, 'instrumentalness': 0, 'liveness': 0.0555, 'valence': 0.772, 'tempo': 145.185}",0
